Review,sentiment
"It's my first time in Absolute Barbecues and I am really overwhelmed by the quality of the food being served by them. The variation is good and upto the industry standards. But the quality of their food, specially the starters and the live grill was very nice. And worth mentioning. The hospitality is very good. I think a bit can be improved in the desert section. Nonetheless the experience was very good.",positive
"The staff is very nice and the food also tastes amazing. The place offers unique dishes like rabbit, emu, quail and octopus. A must visit. Rahul also serves very efficiently.",positive
"#1 Barbeque In Pune.. Best Of All.. Can't think of any other place when in mood to have grilled food.. Every time this place pleases us.. Great Offers on veg,nonveg,mocktails, cocktails.. You are welcomed with a good ambience and friendly staff.. Huge variety of salads,soups,starters,desserts... Main course too have good taste and many options.. Live counter is something not to miss,along with panipuri,chat, pastas... Desserts are sooo damn tempting that you just can't stop on one..icecream,gulabjamuns,pastries-Love it..😍",positive
"One of the best Barbeque places I have ever visited. Starters, Live counters and desserts are excellent. Main course could be improved (though no one eats it). Food - 4.5/5 Ambiance - 5/5 Service - 5/5",positive
A good buffet place for party time. Had lunch and it was fully crowded. Ambience is not much attractive as it is not much spacious. They offered complementary mocktail (either strawberry/kiwi/leachy/orange). Good options available in starter for vegetarian. Limited options in main course. Dessert are quite good. Pan icecream was good in taste. Live counter also available.,positive
"Loved the variety that they had to offer. Even for vegetarians, there are lot of things to try. The ambience can get better but what matters really is the food and it was very good. One thing that they need to improve is the quality of ice cream. We were served by Gaurav and Nooralam and they made sure that our feedback reached the chef.",positive
We went to ABs to celebrate Nephew's Birthday. Like always food and service at AB's was great. Starters 5/5 Main course 4.5/5 Desarts 5/5 Service 5/5 Thums up for Ibrahim 👍👍,positive
"Good food, great service, comfortable ambiance",positive
"First visit.Great ambiance.fine service. The staff was very courteous and well known but was struggling to keep up with all the tables. I would have loved to see more options in the barbecue section. The starters were okay, except for the honey cardamom pineapple which was just fab. The main course was little underwhelming, The Biryani was nice but everything else was okay (-1 star) I had literally finished my main course when I was asked if I would like to have a Roti/Nan. (A flag system would help here.)they also served white sauce pasta on the request but it was too sweet for my liking. The desserts were delicious and good and had decent variety. I have mostly clicked the desserts because I was too hungry when we got there :DDo try the Paan ice-cream Overall - Great place, would visit again.Recommended? Yes.",positive
"Decent place to enjoy buffet with team. Recommended for team parties. Non-veg has lots of varieties. Desserts has very limited varieties. One -ve was alcohol was not allowed at that time. In one line, bit pricey but if you want to hog on food place is for you.",negative
"Absolute Barbeque can get better.. it's high time they should understand it isn't easy to compete with Barbeque Nation. The basic starter like crispy corn, chicken tandoor can get better. Dessert option should be increased. Main course is just okay. Pasta, noodles were good. This place serves duck, emu, rabbit, octopus etc as option which makes it outshine other places. Service is commendable. Ambience is also good. Food needs to be improved. They serve complimentary cake also if needed.",negative
Food was good..menu was normal.nothing exiting to offer. I had the menu for 549 since its a weekday and was worth it. Ambiance good Hospitality good Just expected a better variation in menu.,negative
"This is definitely a good place for barbeque lovers. With the normal barbeque they also severs different types of meat like octopus,shark,duck, rabbit and sea food.",positive
"I am the regular customer of this hotel.. Just want to mention staff was so Courteous, decent ambiance, good variety of food. We had a prior booking through zomato, however we got our table after 15mins of reservation time. There were many option in non veg section, everything was good except 'Duck' option. I was the only veg person amongs us, i felt they were limited and options in veg section. Mocktail were tasteless, i think they made it in water / soda only. They added too much lemons in Lemon ice tea. Service was propmt and waiters were keep asking about our requirments. Management : if possible please add few options in veg section like : fried paneer items, chinese starters, soya chaap varieties, etc... Worth to visit here.",positive
Awesome place ♥️♥️the only place where we get duck and rabbit and shark....🤩🤩all the food was super awesomely tasty. The starters and the wings and the chats and the final and the best part of dinner .......the desert and the ice cream .,positive
"Hey there 100th review! Went to this place to celebrate my birthday. I had already been to AB's other outlets and knew how good their food usually is. But unfortunately this branch's food wasn't upto my expectations. This doesn't mean that it was bad. It was good but just not upto my expectations The starters on the grill were decent, but the starters off the grill were better comparatively. We tried a horde of veg and non-veg starters. The live counter as usual had different types of meats which is what AB's is famous for. Most of them were pretty good, though rest of them were really disappointing. The main course was average, but who really goes for the main course in a Barbeque restaurant. The desserts again as usual stole the show. Incredible taste and consistency. There were variety of desserts available in the desserts counter and none of them disappointed me. In all a good place to go with your friends and family especially on special occasions.",positive
We were here for their Brazilian food festival to try some Brazilian cuisines. We really liked the starters and they also have live counter where you can customize your dish. The main course was also good. In desserts we really liked the paan icecream. #puneritravellers,positive
"I visited absolute Barbeque when the Brazilian festival was going on. Street festival having golgappas, tikki, dahi bhalla etc. It has an amazing ambience with good hospitality. The food is really tasty and good . They have variety of things over a Barbeque. In veg they have paneer, mushroom, fruits like guava, watermelon and pineapple. In non veg from prawns to sharks they have a variety of Barbecue. The starters are too good. Fried corn is my favourite. In main course they have good options to try. Amazing variety of breads. Variety of desserts is just OMG!!!! They have really good desserts. From pastries to rasmalai everything is just yumm. They have special paan ice cream which is worth having in the mouth. Biryani is really good. I liked the kofta. Really good. The staff is very sweet. The staff takes care of every customer whenever they need anything. Dance of the boys is fun part in the absolute barbecue. Mocktails are good. PS: Follow me on instagram - @smartchief_",positive
"We had so much fun at absolute barbecue season mall.We just loves their food .They have verity of food in veg ,no veg , desserts .The staffs also very cooperative and was doing very good service .overall very good experience.",positive
"Visited this restaurant during Brazilian Food Festival. They serve different live starters on the grill on table. Taste is very good for fish, chicken and prawns starters. They also have wish grill where you can choose different ingredients and make your dish. This wish grill includes shark fish, octopus, quill, emu and duck meat along with different ingredients like bell pepper, onion. etc. Main course is having variety. I liked the crab curry. It was awesome in taste. They also provide crab cutters. Desserts too have many options to choose from right from the cakes to the gulablam and shira. They also have live ice cream counter. I liked the baked alaska and paan ice cream. Apart from this, they also have live pizza and pasta counter. Service is very quick. Staff is courteous and prompt. Ambiance is very nice, vibrant and attractive. Overall, very nice option to have an altogether different experience of barbecue along with some other exciting options.",positive
"There food is very good... Specially the love counters are awesome .... They serve you customized veg/non veg starters and prepare anything that you desire and is not in the menu.. excellent staff, very humble.... Especially the steward VEERU.... He is delighed to help you and serve you better..",positive
I had a great experience at this restaurant! From the food to the service everything was flawless! The starters and desserts were the best! The chocolate balls were my favourite from the dessert! The thing that makes this restaurant stand out is the exotic non veg live counter. You can make dishes of your choice and enjoy them!,positive
"Food: 5/5 Ambience: 4/5 Service: 5/ 5 We loved the place, especially service and food. Wide range of food items for veg and non-veg lovers from duck to sharks :) Amazing Food. The live counter was serving duck, quail, rabbit, octopus and shark which you cannot get to try anywhere else. Apart from this, live counter also serves Pani Puri, Kachori, Pasta and other few items. Desserts are amazing here. Staff is really concerned about the food you ear and they will also customize the food in terms of taste and all for you as per your suggestion. Quality of the food is also really good. Overall amazing experience and it's a must visit place.",positive
"Visited them with family today had a good time. The prawns and fish starters were nice. So was the wish grill we tried shark fish, octopus and duck. The lemon coriander.chixkwn soup was lovely and the dahi puri was good. In main course goan shrimp curry and Dahi bhalla was really good. Deserts were very nice especially the Pan icecream. Overall we had a good time. Updating gee photos I clicked.",positive
"Review No: 167 We decided to go to absolute barbecue to try different option than usual choice for team lunch. All people were well greeted & seated. Menu had barbecue, main course, desert & a complementary mocktail. Overall a good experience with food variety, taste & service. One thing I would suggest AB team is to improvise their chat counter. It really is is bad if you know what really chat is ! Good to see AB Team doing a live dance with music for their customers. VFM : 4/5 Taste : 3.5/5 Ambience:4/5 Service : 4/5 Overall: 4/5",positive
Crunchy Mirch Chicken Pakoda @cafeco2 I just totally loved the ambience because its very specious and center of attraction is lakeside seating area. Well why wouldn't someone like to sip beer and smoke hookah by the lake? There's sand on the ground which gives a better feel. Music isn't too loud which paves way for conversations.They have herbal hookah as well. All hookah lovers will surely love this place. So do visit such amazing place guys.,positive
A huge and beautiful place located right next to the manas lake which makes it a must visit for any weekend outing with friends and family. The food is amazing and the drinks are surely unique. Loved tthe chocolate wontons and kimchi salad. The black murg musallam is too good to describe. The music and ambience is pretty and surely tops for any outing choice.,positive
I went here for shisha offcourse. But not a great experience as we were on zomato gold they didn't treated well .the service was slow. food was not good. Music was off in the afternoon. The person who was taking our order was literally rude . The place is much hyped cz of social media influences but they didn't treated their guest well. Negative review from my side. Overall ambience was good . The main drawback is service. They should improve it . Food 2/5 Service 2/5 Ambience 3.5/5,negative
This place needs no introduction. Most famous place for Hookah in Pune. Along with Hookah this place also has a wide variety of food options. Especially the non-veg one.,positive
Great place to grab some drinks with your friends. At a beautiful place on the lake side with polite staff. Only downside was some of the food items that were not upto the mark with taste,positive
The biggest restaurant i have seen in my life till now. Quick service. Great food. Gives you feeling of a shack. A dance floor for all. Alotted family section. Experienced DJ playing numbers around the globe. Service 4* Food 4* Ambience 3.5* Value for money 4*,positive
Best place to visit with friends i personally will not prefer kids as all table usually order hookah and the crowd is all young people so not a great choice for family. Place is located pretty out side of the main city and the main road but they have good number of bouncers available making it a safe place. I would suggest to go by car if you are going on a bike make sure you have a group of members as the road till this place is very dark in the night with no street lights throughout. This place serves hookah with some amazing flavours. They have dance floor open up till 12. We had been there on a Friday and they had amazing Bollywood music playing throughout the night. Service: 10/10 Food: 10/10 Ambiance: 100/10😁 Pricing :10/10,positive
"Liked the ambience of the place. The place has capacity to accommodate lot of people. it has very nice view of lake. We had murgh banjara and murg amristari. Murgh banjara was not so good. Murg amristari tasted good. Overall nice place, liked the service too",positive
"From many days, I wanted to visit this place and Finally me and my partner decided to go for this place. Trust me it has got outstanding ambience. The Service was little late but Apart from that everything was perfect. What we ordered was- When We actually went it was very cold outside so thought to order some soup.. So we had very Hot Manchow soup in such a cold weather. It was awesome. I will give it 5/5 Later we ordered below items- Paneer Bharwan-4/5 Veg Angara- 5/5 Virgin colada-4/5 You must visit this place. It also has Dance floor. So According to me this is perfect place to hang out.",positive
"Recommend : Cream of Mushroom Soup , crispy corn , Special Sizzler , Guava Cocktail , Fries , Nachos and Beer Tower Very chilled out place near the Manas lake. Food is good and service is also prompt. The space is ample to accommodate big groups ( 9/10 pax ) and has live music with floor for dancing.",positive
Crunchy Mirch Chicken Pakoda @cafeco2 I just totally loved the ambience because its very specious and center of attraction is lakeside seating area. Well why wouldn't someone like to sip beer and smoke hookah by the lake? There's sand on the ground which gives a better feel. Music isn't too loud which paves way for conversations.They have herbal hookah as well. All hookah lovers will surely love this place. So do visit such amazing place guys.,positive
A huge and beautiful place located right next to the manas lake which makes it a must visit for any weekend outing with friends and family. The food is amazing and the drinks are surely unique. Loved tthe chocolate wontons and kimchi salad. The black murg musallam is too good to describe. The music and ambience is pretty and surely tops for any outing choice.,positive
I went here for shisha offcourse. But not a great experience as we were on zomato gold they didn't treated well .the service was slow. food was not good. Music was off in the afternoon. The person who was taking our order was literally rude . The place is much hyped cz of social media influences but they didn't treated their guest well. Negative review from my side. Overall ambience was good . The main drawback is service. They should improve it . Food 2/5 Service 2/5 Ambience 3.5/5,negative
This place needs no introduction. Most famous place for Hookah in Pune. Along with Hookah this place also has a wide variety of food options. Especially the non-veg one.,positive
Great place to grab some drinks with your friends. At a beautiful place on the lake side with polite staff. Only downside was some of the food items that were not upto the mark with taste,positive
The biggest restaurant i have seen in my life till now. Quick service. Great food. Gives you feeling of a shack. A dance floor for all. Alotted family section. Experienced DJ playing numbers around the globe. Service 4* Food 4* Ambience 3.5* Value for money 4*,positive
Best place to visit with friends i personally will not prefer kids as all table usually order hookah and the crowd is all young people so not a great choice for family. Place is located pretty out side of the main city and the main road but they have good number of bouncers available making it a safe place. I would suggest to go by car if you are going on a bike make sure you have a group of members as the road till this place is very dark in the night with no street lights throughout. This place serves hookah with some amazing flavours. They have dance floor open up till 12. We had been there on a Friday and they had amazing Bollywood music playing throughout the night. Service: 10/10 Food: 10/10 Ambiance: 100/10😁 Pricing :10/10,positive
"Liked the ambience of the place. The place has capacity to accommodate lot of people. it has very nice view of lake. We had murgh banjara and murg amristari. Murgh banjara was not so good. Murg amristari tasted good. Overall nice place, liked the service too",positive
"From many days, I wanted to visit this place and Finally me and my partner decided to go for this place. Trust me it has got outstanding ambience. The Service was little late but Apart from that everything was perfect. What we ordered was- When We actually went it was very cold outside so thought to order some soup.. So we had very Hot Manchow soup in such a cold weather. It was awesome. I will give it 5/5 Later we ordered below items- Paneer Bharwan-4/5 Veg Angara- 5/5 Virgin colada-4/5 You must visit this place. It also has Dance floor. So According to me this is perfect place to hang out.",positive
"Recommend : Cream of Mushroom Soup , crispy corn , Special Sizzler , Guava Cocktail , Fries , Nachos and Beer Tower Very chilled out place near the Manas lake. Food is good and service is also prompt. The space is ample to accommodate big groups ( 9/10 pax ) and has live music with floor for dancing.",positive
Waoooo just amazing place to hang out with friends and Must visiting place in Hinjewadi .superb food nice service and ambiance is just killer. Masala peanuts and king fish Tikka was awesome. Superb place for party people . Cheers I Amsterdam 🍻 c u soon...,positive
"This place has amazing ambience. When I say amazing I really mean amazing. 🙈 There are around 6/7 sitting areas designed in a beautiful way. If you wanna hangout with your buddies, or you want to go on a date or you want to just relax after a tiring day then this is the place for you with ample options. Let's talk about food. So me and my friends tried following dishes: 1. paneer makhani bao and it was the best bao I have tried till date. (Must try) 2. pumpkin ravioli was very different in taste and was delectable. 3. Ghee roast chicken was tasty. 4. peppery prawns was equally rich in taste. 5. American corn was ordinary. Let's talk about drinks now, So I have tried Plum lady and it was very refreshing. Juniper, was also refresing. And last but not least, Don't leave the place without having desserts. As they have tempting and mouth watering desserts. I have tried Banofee pie and trust me it was delectable .(Must try)",positive
"It was a Saturday night, my friends and I searching for a good restaurant to chill and have a dinner. So I found this restaurant on zomato. I think this is the newly open restaurant and there was a private party going on the other side of the restro. I don't know about the normal days but on that day there was heavy music. Anyways. On the front they have nice wall texture which gives the Amsterdam vibes. But inside they have Bamboo for support which is the black spot in beautiful interior. Now the main part THE FOOD. I did not expected much but I got surprised. Only thing I did not like is we ordered on dish but they took so long that eventually we cancelled it. Each and every dish we ordered was up to the mark. Overall experience was beyond my expectations. Ambience = 3/5 Food = 4.5/5 Service = 3/5",positive
"This is a very happening place with delicious food and top notch friendly service by the stewards and the managers. I visited this place yesterday evening where we met Swarna our steward who was very polite friendly and suggested us good things to eat. We had a great 1st time experience. Hence we visited them again today, they had bollywood night by DJ Shreya. Second time as well the service food and the dance floor were awesome with happening crowd. We had great time here. Keep it up...",positive
Ambience: Honestly speaking didn't like the ambience..They need to increase the light.. Interior was ok ok...I dint find any wao factor.. Food: Full Loaded nachos: Fully disappointed as taste was blunt.. Shanghai Paneer was suggested by Rupesh which was spicy n good too.. Drinks: Plum lady: 4.5/5 From paris with love: 4/5 Service: Fast n quick being week days.. People go there for ambience and food... But both are missing the Wao factor...,negative
"This place looks like a playhouse from the outside and a wonderland from the inside. It is absolutely stunning. Coming to the food, we ordered grilled prawn tacos, 8 hours braised lamb shank with pilaf rice and jus, charred pomfret with quinoa rice and fried okra. The tacos were like a modern Indian twist to traditional Mexican tacos with the tandoor prawns and the sweet chutney like dip. In main course, the braised lamb shank was the show stealer and I would recommend it to whoever goes there. Last but not the least, we had panna cotta which was decent but certainly not the best dish here. Overall, it's a very beautiful place to hang out with friends along with expensive but decent food.",positive
This is a very very instagramable place to begin with. It is very spacious with outdoor seating as well. Though I would suggest them to change their menu cards as they looked very shabby. Food offerings are majorly indian and italian. We ordered: Fully Loaded Nachos Paneer Tikkaikka Chicken Quesadillas The size of portion is adequate to the prices. They don't have zomato gold but have in-house offers on beer and sangrias. I tried rose wine sangria (2+1). My rating: Food: 4 Ambience: 5 Service: 3 Overall: 4,positive
"Decent place to spend time with your loved ones..!!!☺️☺️ Excellent ambience...!!!!....It has a huge place having different sections for dine out. Unique view at entrance where you can take as much photos as you want. Best part which I found was it's fast service. Well behaved staffs. In starter, Old School Chicken Tikka is must. Consisting of 8 pieces and the taste was amazing. Chooza 69 was similar to drums of heaven having a lot of Curry leaves. In main course, Delhi Street Butter Chicken was best with butter naan. It was worth visiting. I would love to suggest others to visit.",positive
Waoooo just amazing place to hang out with friends and Must visiting place in Hinjewadi .superb food nice service and ambiance is just killer. Masala peanuts and king fish Tikka was awesome. Superb place for party people . Cheers I Amsterdam 🍻 c u soon...,positive
"This place has amazing ambience. When I say amazing I really mean amazing. 🙈 There are around 6/7 sitting areas designed in a beautiful way. If you wanna hangout with your buddies, or you want to go on a date or you want to just relax after a tiring day then this is the place for you with ample options. Let's talk about food. So me and my friends tried following dishes: 1. paneer makhani bao and it was the best bao I have tried till date. (Must try) 2. pumpkin ravioli was very different in taste and was delectable. 3. Ghee roast chicken was tasty. 4. peppery prawns was equally rich in taste. 5. American corn was ordinary. Let's talk about drinks now, So I have tried Plum lady and it was very refreshing. Juniper, was also refresing. And last but not least, Don't leave the place without having desserts. As they have tempting and mouth watering desserts. I have tried Banofee pie and trust me it was delectable .(Must try)",positive
"It was a Saturday night, my friends and I searching for a good restaurant to chill and have a dinner. So I found this restaurant on zomato. I think this is the newly open restaurant and there was a private party going on the other side of the restro. I don't know about the normal days but on that day there was heavy music. Anyways. On the front they have nice wall texture which gives the Amsterdam vibes. But inside they have Bamboo for support which is the black spot in beautiful interior. Now the main part THE FOOD. I did not expected much but I got surprised. Only thing I did not like is we ordered on dish but they took so long that eventually we cancelled it. Each and every dish we ordered was up to the mark. Overall experience was beyond my expectations. Ambience = 3/5 Food = 4.5/5 Service = 3/5",positive
"This is a very happening place with delicious food and top notch friendly service by the stewards and the managers. I visited this place yesterday evening where we met Swarna our steward who was very polite friendly and suggested us good things to eat. We had a great 1st time experience. Hence we visited them again today, they had bollywood night by DJ Shreya. Second time as well the service food and the dance floor were awesome with happening crowd. We had great time here. Keep it up...",positive
Ambience: Honestly speaking didn't like the ambience..They need to increase the light.. Interior was ok ok...I dint find any wao factor.. Food: Full Loaded nachos: Fully disappointed as taste was blunt.. Shanghai Paneer was suggested by Rupesh which was spicy n good too.. Drinks: Plum lady: 4.5/5 From paris with love: 4/5 Service: Fast n quick being week days.. People go there for ambience and food... But both are missing the Wao factor...,negative
"This place looks like a playhouse from the outside and a wonderland from the inside. It is absolutely stunning. Coming to the food, we ordered grilled prawn tacos, 8 hours braised lamb shank with pilaf rice and jus, charred pomfret with quinoa rice and fried okra. The tacos were like a modern Indian twist to traditional Mexican tacos with the tandoor prawns and the sweet chutney like dip. In main course, the braised lamb shank was the show stealer and I would recommend it to whoever goes there. Last but not the least, we had panna cotta which was decent but certainly not the best dish here. Overall, it's a very beautiful place to hang out with friends along with expensive but decent food.",positive
This is a very very instagramable place to begin with. It is very spacious with outdoor seating as well. Though I would suggest them to change their menu cards as they looked very shabby. Food offerings are majorly indian and italian. We ordered: Fully Loaded Nachos Paneer Tikkaikka Chicken Quesadillas The size of portion is adequate to the prices. They don't have zomato gold but have in-house offers on beer and sangrias. I tried rose wine sangria (2+1). My rating: Food: 4 Ambience: 5 Service: 3 Overall: 4,positive
"Decent place to spend time with your loved ones..!!!☺️☺️ Excellent ambience...!!!!....It has a huge place having different sections for dine out. Unique view at entrance where you can take as much photos as you want. Best part which I found was it's fast service. Well behaved staffs. In starter, Old School Chicken Tikka is must. Consisting of 8 pieces and the taste was amazing. Chooza 69 was similar to drums of heaven having a lot of Curry leaves. In main course, Delhi Street Butter Chicken was best with butter naan. It was worth visiting. I would love to suggest others to visit.",positive
"Went to social on Wednesday evening. Ambience was great and I'll say one of the best place. Food was great as expected. Tried chakna tiffin, chilli paneer, chilli chicken, roasted chicken and kebab. All the items taste good. In drinks, after a lot of deliberations, staff somehow convinced us to go for bada khamba i.e. full bottle of Ballantine finest. Just cautious on this aspect and agree only if group can finish full bottle. Overall its a great experience",positive
"As a Mumbaikar this place had my heart its better than Mumbai social , Its very huge they have so many options in sittings like swings, bed its ambiance is super cool With full of youngsters its a cozy party place.Its Over crowded so Need to Wait till the place is vacant this Place is decorated with greenery which is both- natural as well as artificial. Found It to be very expensive but its worth Also the location is premium so easily one can Reach here coming to Staff they are very decent and well mannered.Variety of food, Liquor, Desserts available and Service is pretty quick.One More thing Service charge of 10% is compulsory . Nachos are incredibly tasty Social special Veg Burger is to Yummy. Ambience 5/5 Service 4/5 Food 4/5",positive
"Visited the place way too many times, so finally putting up a review on this. They have set up an amazing Ambience with garden, jhula type thing, bed, and funny quotes all around, plus the menu is like newspapers ! Let's talk about coffee! They have good coffee for surprisingly pocket friendly rates. Cold brew and lattes are awesome. The food 🍲 So far I loved their food, some may find the quantity to be less but for me flavors trump quantities. Staff is helping enough! Love sitting near the garden with my cold brew in one hand 😍 They have Arabica and robusta mix still very good cold brews! Ambience 5/5 Food 5/5 Vfm 5/5 Coffee 5/5 Overall 5/5",positive
Chaat platter 🙌🏻. *Pani Puri : 7/10 *Dahi Bhalla : 9/10 *Papdi Chaat : 10/10 *Kachori Chaat : 8/10 A combo for chaat lovers... but as we all know nothing could taste better than street side chaat❤️😍 . Social Spicy Spaghetti 🍝🙌🏻 A different type of spaghetti I had... It was spicy but no sauce with it so felt more like hakka noodle to me😂😂 taste overall was great! . Place may not serve that good food but its great to hangout & chill 🍻 with friends ❤️ . 🚘 Ample of open & pay - park available . . 🥬 Taste : 8.5/10 🥬 Ambiance : 10/10 ( Extremely good) 🥬 Service : 9.5/10 🥬 Worth : 9.5/10,positive
The ambience is super cool but the service was very slow. We ordered shakes which were pretty less I'm quantity when compared to it's price. We also had their mac and cheese which was really good.,negative
Social naam he kaafi hai. They have kept their legacy wherever they go. Undoubtedly it's a best chain of restaurants in India. You will never be disappointed with the service or food. Everytime I visit social I always feel positive vibes about this chain. Do visit anywhere FC road branch or Viman nagar branch.,positive
"The ambience is lovely and happening. You will find all kind of crowd in socials from youth to families enjoying their own happy time. Their food is good, be it italian or Indian. Everything have its own aunthenticity. Do try their awesome samosas and mac n cheese pasta. Its worth it. 😄",positive
"A perfect hangout place. There are no cons as such just that service is slow on weekends. Detailed review, Food - Just awesome. We spent most of our time with munchies. Fries, crispy corn, chaat. Each and every prep was great. Nice presentation and taste. Ambience - It's tye best part here and tye main attraction. Crowd is very ""fancy"" and ""high society"" but this place fits everyone in. Perfect place to chill. The theme with green lights and vintage seating feels great. There are different seating arrangements and each one is unique and nice. Staff - Courteous, polite, friendly and well versed, BUT slow. They need to amp up on this aspect for sure.",positive
"Went to social on Wednesday evening. Ambience was great and I'll say one of the best place. Food was great as expected. Tried chakna tiffin, chilli paneer, chilli chicken, roasted chicken and kebab. All the items taste good. In drinks, after a lot of deliberations, staff somehow convinced us to go for bada khamba i.e. full bottle of Ballantine finest. Just cautious on this aspect and agree only if group can finish full bottle. Overall its a great experience",positive
"As a Mumbaikar this place had my heart its better than Mumbai social , Its very huge they have so many options in sittings like swings, bed its ambiance is super cool With full of youngsters its a cozy party place.Its Over crowded so Need to Wait till the place is vacant this Place is decorated with greenery which is both- natural as well as artificial. Found It to be very expensive but its worth Also the location is premium so easily one can Reach here coming to Staff they are very decent and well mannered.Variety of food, Liquor, Desserts available and Service is pretty quick.One More thing Service charge of 10% is compulsory . Nachos are incredibly tasty Social special Veg Burger is to Yummy. Ambience 5/5 Service 4/5 Food 4/5",positive
"Visited the place way too many times, so finally putting up a review on this. They have set up an amazing Ambience with garden, jhula type thing, bed, and funny quotes all around, plus the menu is like newspapers ! Let's talk about coffee! They have good coffee for surprisingly pocket friendly rates. Cold brew and lattes are awesome. The food 🍲 So far I loved their food, some may find the quantity to be less but for me flavors trump quantities. Staff is helping enough! Love sitting near the garden with my cold brew in one hand 😍 They have Arabica and robusta mix still very good cold brews! Ambience 5/5 Food 5/5 Vfm 5/5 Coffee 5/5 Overall 5/5",positive
Chaat platter 🙌🏻. *Pani Puri : 7/10 *Dahi Bhalla : 9/10 *Papdi Chaat : 10/10 *Kachori Chaat : 8/10 A combo for chaat lovers... but as we all know nothing could taste better than street side chaat❤️😍 . Social Spicy Spaghetti 🍝🙌🏻 A different type of spaghetti I had... It was spicy but no sauce with it so felt more like hakka noodle to me😂😂 taste overall was great! . Place may not serve that good food but its great to hangout & chill 🍻 with friends ❤️ . 🚘 Ample of open & pay - park available . . 🥬 Taste : 8.5/10 🥬 Ambiance : 10/10 ( Extremely good) 🥬 Service : 9.5/10 🥬 Worth : 9.5/10,positive
The ambience is super cool but the service was very slow. We ordered shakes which were pretty less I'm quantity when compared to it's price. We also had their mac and cheese which was really good.,negative
Social naam he kaafi hai. They have kept their legacy wherever they go. Undoubtedly it's a best chain of restaurants in India. You will never be disappointed with the service or food. Everytime I visit social I always feel positive vibes about this chain. Do visit anywhere FC road branch or Viman nagar branch.,positive
"The ambience is lovely and happening. You will find all kind of crowd in socials from youth to families enjoying their own happy time. Their food is good, be it italian or Indian. Everything have its own aunthenticity. Do try their awesome samosas and mac n cheese pasta. Its worth it. 😄",positive
"A perfect hangout place. There are no cons as such just that service is slow on weekends. Detailed review, Food - Just awesome. We spent most of our time with munchies. Fries, crispy corn, chaat. Each and every prep was great. Nice presentation and taste. Ambience - It's tye best part here and tye main attraction. Crowd is very ""fancy"" and ""high society"" but this place fits everyone in. Perfect place to chill. The theme with green lights and vintage seating feels great. There are different seating arrangements and each one is unique and nice. Staff - Courteous, polite, friendly and well versed, BUT slow. They need to amp up on this aspect for sure.",positive
"I was there for just one hour and it took them 15 mins to complete a simple order of draught beer, it was 2 in the evening hardly any people there. The service was very poor and when I asked them to pack my left over pizza, it was packed very poorly too. These small things matter to me a lot since it tells you character of a place and professionalism of the staff.",negative
"Ambience: 4/5 Dark pub ambience, good for casual team dinners or drinks with friends. Great interiors but the lighting is not good for food photography or selfies. Food: 5/5 Must try: Chicken Death wings- ridiculously spicy will bring tears to your eyes.. Try at your Own risk. Nachos with corn n cheese were excellent. Cheese chilli garlic Naga toast was delicious. Spicy spaghetti was tasty with overload of mushrooms. Dal makhani and roti was exceptional. Drinks: 5/5 must try: Hoegaarden Draught 🍺 was too good. Service: 4/5 Waiters attending my table was not promptly available. Even though the place was relatively less crowded being a Thursday evening. Value for Money: 5/5",positive
"The staff was very friendly. The ambience was awesome. Just like every SOCIAL in India, my experience was totally LIT. We ordered 6 dishes. Chuza 65, loaded nachos, chicken fries, mac n cheese pasta, chilli chicken and chicken pizza. The food was yummy and the music was soothing. Moreover, they provide free wifi to post all your stories on instagram and snapchat. The place is totally worth it. Ambience:- 4/5 Food:- 4.5/5",positive
"Ambiance: 3/5 I could not figure out why the restaurant is so hyped, the restaurant setup is unrefined as they have tried to give it a more tawdry look. Its specially for the college kids as they arrange dance battles, rap battles etc. so if you are looking for a fun evening you must visit this place. Staff: 4/5 Staff is good, well mannered and they attend to their customers with a smile. Service: 4/5 The service was really quick and the servers were very Co-operative. Food: 3.5/5 Started with the Loaded Nachos. It was really loaded and served so beautifully. then we ordered Fish and chips, but I guess they do not even know how to prepare fish and chips, they just fried the fish and you could literally find oil dripping out of them, which was served with the fries. Then we ordered Crispy corn which was not at all crispy and the quantity was as if they filled the bowl with the amount one can hold in their fist. Overall: 3.5/5",positive
"On weekends, getting into social during peak lunch time can be a challenge. The joint is popular. We luckily were able to get a seat around 3 pm. The ambiance is alright, but it seemed a bit stuffy to me. Probably because of the rush, no one came to take our order for quite some time. We started with Southhall Fish and Chips, and Ghee roast chicken Bao. Bao was really good and I was tempted to have more. Fish was ok. It took a looong time to serve these items. After a brief wait, we were asked for main course orders. We went for Tandoori Soya chaamp pizza and Achari Basa. Pizza was ok, we expected it to be better. Achari basa with mashed potato was tangy and was satisfactory. We were a bit underwhelmed with the experience. We had to wait for long time for someone to take orders and then to be served. Service lacked warmth as well.",negative
"First experience was Hauz khas,New Delhi.. This is my second experience in Pune vimannagar... It was good Ambiance- 5/5 Price- 2/5 little expensive Crowd-4/5 Taste-4/5 Staff-4/5 Service-3/5",negative
